KEY_ID,Tên Biến Hóa,Gốc,Biến,Động Hào,Lời Khuyên
G63-B49,Ký Tế biến Cách (Động 1),63,49,1,"Thị trường dần dần tấp nập, lượng giao dịch lớn, thuận theo xu thế mà vào sàn có thể thu lợi, dùng phương thức hành động khác với mọi người thì sẽ thắng lớn. Vừa phải mạnh dạn, vừa phải hiểu biết, cấm mù quáng."
G63-B36,Ký Tế biến Minh Di (Động 2),63,36,2,"Vì quá tham mà chuốc lấy thất bại. Lòng tham là kẻ địch của mua bán, nên lấy đó làm tiếng chuông cảnh tỉnh, luôn luôn phải cảnh giác nếu không sẽ không bao giờ được ổn định, cho dù tạm thời có lợi thì cuối cùng vẫn bị thị trường đào thải."
G63-B37,Ký Tế biến Gia Nhân (Động 3),63,37,3,"Mua bán tranh chấp, rủi ro khắp nơi, không thể mù quáng chạy theo. Thấy cao thì bán ra sẽ thắng lợi, giữ hàng không lợi."
G63-B39,Ký Tế biến Kiển (Động 4),63,39,4,"Lực lượng mua bán ngang nhau, giá cả dao động, xu thế không rõ ràng, có thể căn cứ tình hình để bán hay mua đều được, không có lợi lớn."
G63-B5,Ký Tế biến Nhu (Động 5),63,5,5,"Nhập cuộc tinh thần hăng hái, sức mua thị trường khá lớn, về cuối giá cả tăng lên, thuận theo xu thế mà vào sàn sẽ có thu nhập lớn. Cẩn thận đề phòng có sự phá hoại nhỏ."
G63-B3,Ký Tế biến Truân (Động 6),63,3,6,"Từ hiện tượng mà xét thì không có dấu hiệu gì đặc biệt phải lo ngại, có thể giao dịch một ít để làm thử, sức mua không đủ mạnh, bên bán áp đảo, thua lỗ ít, nhưng tổng thể mà xét thì vẫn còn chủ động."
G22-B30,Bí (Bôn) biến Ly (Động 1),22,30,1,"Thị trường vận hành bình thường, giá cả biến đổi có trật tự, không có rủi ro, nắm chắc thời cơ có thể thu lợi lớn."
G22-B37,Bí (Bôn) biến Gia Nhân (Động 2),22,37,2,"Lòng người hỗn loạn, số người bị mắc kẹt khá nhiều, mua bán không rõ ràng, không dễ làm ăn trung hay dài hạn, trong lòng không nắm chắc, tạm thời nên ngừng giao dịch, quan sát chờ thời. Về cuối nên mua bán nhanh."
G22-B36,Bí (Bôn) biến Minh Di (Động 3),22,36,3,"Thị trường có trở ngại, nhập cuộc không thuận lợi."
G22-B52,Bí (Bôn) biến Cấn (Động 4),22,52,4,"Giá tăng lên gặp trở ngại, cầu lợi không được, áp lực bên bán khá lớn. Không nên nhập cuộc."
G22-B26,Bí (Bôn) biến Đại Súc (Động 5),22,26,5,"Bên mua đang tích trữ lực lượng, có triển vọng xuất hiện giá cao mới, thấy thấp mua vào là chính, không nên bán ra, không có rủi ro."
G22-B27,Bí (Bôn) biến Di (Động 6),22,27,6,"Nhập cuộc không lợi tuy không lỗ nhiều, tiến thoái lưỡng nan."
G36-B55,Minh Di biến Phong (Động 1),36,55,1,"Tình hình có phát triển, tuy không ổn định lắm nhưng không rủi ro nhiều. Áp lực bên bán khá lớn, mua vào phải cẩn thận, về cuối vì bên bán bán hết, dẫn đến giá cả lên cao. Nên mua bán nhanh, giữ hàng lại không lợi."
G36-B63,Minh Di biến Ký Tế (Động 2),36,63,2,"Mua bán cạnh tranh kịch liệt, giá cả biến động lớn, nhập cuộc phải cẩn thận, có lợi thì bán ra, nếu tham lam quá mức sẽ thất bại, xu thế không rõ ràng, tốt nhất không nhập cuộc."
G36-B22,Minh Di biến Bí (Bôn) (Động 3),36,22,3,"Tình hình rơi vào trạng thái điều chỉnh lớn, hành động phải cẩn thận, không được giữ hàng lại, là lúc mua bán tranh chấp kịch liệt. Cảnh giác dấu hiệu thị trường biến đổi."
G36-B23,Minh Di biến Bác (Bóc) (Động 4),36,23,4,"Bên bán lần lượt tham gia, giá cả hạ xuống từng nấc, thuận theo xu thế mà bán ra có thể thu lợi."
G36-B11,Minh Di biến Thái (Động 5),36,11,5,"Mua bán có lo lắng, sau khi bị kẹt nên chờ đợi, tình hình phát triển cuối cùng chuyển đổi rõ rệt, chứng phiếu bị kẹt được giải thoát và còn thu ít lãi."
G36-B24,Minh Di biến Phục (Động 6),36,24,6,"Nhìn gió có vẻ trời sắp mưa, nhưng hôm nay dựa vào thông tin thị trường để hành động thì sẽ bị lỗ."
G25-B42,Vô Vọng biến Ích (Động 1),25,42,1,"Vận khí dần dần hanh thông, là thời cơ thành đại nghiệp, nhưng phải quyết đoán, mạnh bước tiến lên, không được do dự, không được vì thắng lợi mà mất cảnh giác, giá cả đi lên, từ đây phải cẩn thận."
G25-B21,Vô Vọng biến Phệ Hạp (Động 2),25,21,2,"Có chia rẽ, tuy có lợi nhưng cũng bị sứt mẻ, nhập cuộc phải chú ý điều chỉnh."
G25-B17,Vô Vọng biến Tùy (Động 3),25,17,3,"Có dấu hiệu thất bại, nhập cuộc phải cẩn thận."
G25-B12,Vô Vọng biến Bĩ (Phủ) (Động 4),25,12,4,"Không thể nôn nóng, thế thủ thì tốt, hành động mù quáng thì nguy hiểm, nên nghỉ ngơi quan sát."
G25-B10,Vô Vọng biến Lý (Động 5),25,10,5,"Thị trường tấp nập, tinh thần hăng hái, dựa theo xu thế mà vào sàn có thể thu lợi."
G25-B13,Vô Vọng biến Đồng Nhân (Động 6),25,13,6,"Hai bên mua bán tranh nhau, cuối cùng bên mua chủ động, hành động phải cẩn thận."
G17-B3,Tùy biến Truân (Động 1),17,3,1,"Thua thiệt có cơ hội được bù đắp, hàng bị kẹt không nên kéo dài nữa, phải tìm cách bán ra ở thời điểm giá cả thích hợp, không có rủi ro. Vào sàn giao dịch thì sẽ thắng lợi."
G17-B51,Tùy biến Chấn (Động 2),17,51,2,"Đứng ngoài quan sát, không nên nhập cuộc, mua bán ngập ngừng sẽ bỏ lỡ cơ hội thu lãi."
G17-B25,Tùy biến Vô Vọng (Động 3),17,25,3,"Mây tan trời sẽ hửng sáng, mâu thuẫn được giải quyết, nhập cuộc sẽ có lợi."
G17-B45,Tùy biến Tụy (Động 4),17,45,4,"Nhập cuộc sẽ bị kẹt. Cầu tài khó khăn, thế thủ là tốt nhất."
G17-B58,Tùy biến Đoài (Động 5),17,58,5,"Không nên nhập cuộc, rủi ro rất lớn, hơn nữa không có lợi để cầu."
G17-B49,Tùy biến Cách (Động 6),17,49,6,"Thị trường dần dần tấp nập, lượng giao dịch lớn, thuận theo xu thế mà vào sàn có thể thu lợi."
G21-B27,Phệ Hạp biến Di (Động 1),21,27,1,"Thị trường nhạt nhẽo, lượng giao dịch ít, tinh thần uể oải, chỉ nên quan sát chờ thời."
G21-B25,Phệ Hạp biến Vô Vọng (Động 2),21,25,2,"Vừa đau khổ bán ra xong, lại tiếp tục bị mắc kẹt, trong lòng buồn bực, lúc này không nên nhập cuộc, thế thủ chờ đợi."
G21-B51,Phệ Hạp biến Chấn (Động 3),21,51,3,"Chỉ có ngừng giao dịch, không có cách gì khác."
G21-B35,Phệ Hạp biến Tấn (Động 4),21,35,4,"Mua nhanh bán nhanh, thấy thấp mua vào, thấy cao bán ra, nắm chắc thời cơ để tăng thêm thu nhập."
G21-B38,Phệ Hạp biến Khuê (Động 5),21,38,5,"Mua bán hỗn chiến, xu thế không rõ ràng, trong lòng không tỉnh táo, cho nên nhập cuộc phải cẩn thận."
G21-B30,Phệ Hạp biến Ly (Động 6),21,30,6,"Tâm thần hoảng loạn, bên bán áp đảo tình hình không ổn do dự không quyết đoán, vì vậy không nên nhập cuộc."
G51-B24,Chấn biến Phục (Động 1),51,24,1,"Tưởng được mà hoá ra mất. Chú ý nắm vững thời cơ bán ra, áp lực bên bán lớn hơn, giá cả trượt xuống, không nên tham lam, cẩn thận đề phòng về cuối có lực lượng mua mới vào cuộc."
G51-B17,Chấn biến Tùy (Động 2),51,17,2,"Thị trường tấp nập, cơ hội khi nào cũng có, khắp nơi đều là tiền bạc, điều khó khăn là bản thân ứng xử như thế nào, làm sao để nắm bắt được cơ hội. Chỉ có ra sức nghiên cứu, từ thực tiễn tổng kết bài học kinh nghiệm, theo quy luật phát triển của thị trường mà hành động, không được tưởng tượng, không được ảo tưởng may rủi, cấm tham lam, bồi dưỡng cho mình quan niệm đầu tư khoa học, lý tính vững vàng và khả năng ứng biến thì mới có thể là người thắng lợi."
G51-B21,Chấn biến Phệ Hạp (Động 3),51,21,3,"Thiếu lòng tin nên sau khi nhập cuộc cảm thấy lo sợ, cuối cùng đành phải rút lui."
G51-B16,Chấn biến Dự (Động 4),51,16,4,"Mua bán tranh chấp căng thẳng, có xu thế bùng nổ, mọi người tuy hăng hái nhưng có vẻ khủng hoảng, không nắm chắc xu thế, do dự mãi cuối cùng bỏ lỡ thời cơ nhập cuộc. Không nên coi nhẹ lực lượng bên bán."
G51-B54,Chấn biến Quy Muội (Động 5),51,54,5,"Tuy giá biến hóa khác thường, thị trường tiềm ẩn rủi ro lớn, nhưng không nguy hiểm cho bạn, không có gì bất lợi đối với mình, vẫn còn là vận may."
G51-B55,Chấn biến Phong (Động 6),51,55,6,"Cầu mong thắng lợi là mọi người đều muốn, nếu quá dụng tâm thì sẽ gây nên áp lực trong mua bán, đi đến cực đoan, cuối cùng sẽ thất bại."
G42-B25,Ích biến Vô Vọng (Động 1),42,25,1,"Xu thế rõ ràng nhưng nhập cuộc không dễ thắng, bởi vì có biến đổi ngẫu nhiên, lợi nhuận trong tầm tay mà tuột mất. Không nên vào sàn, không nên quá tự tin mà sinh ra mù quáng.."
G42-B27,Ích biến Di (Động 2),42,27,2,"Chứng phiếu bị kẹt đã được giải thoát, thị trường xuất hiện biến đổi gì cũng không gây ra rủi ro, không nên mua bán mới, thế thủ là tốt."
G42-B3,Ích biến Truân (Động 3),42,3,3,"Nhập cuộc mua bán sẽ thu lợi bất ngờ, cát nhân thiên tướng, nhưng phải đề phòng nóng vội."
G42-B20,Ích biến Quan (Động 4),42,20,4,"Không nên tin vào những lời đồn đại, những tin này ảnh hưởng đến hành động của bạn, phải giữ vững tính độc lập, tâm thái cân bằng Giá dao động, có dấu hiệu bị thua thiệt."
G42-B61,Ích biến Trung Phu (Động 5),42,61,5,"Tìm thắng lợi trong sự ổn định. Muốn thắng lợi trong thị trường chứng khoán thì phải trầm tĩnh, ngược lại nếu không nắm chắc xu thế cuối cùng sẽ bị thất bại."
G42-B37,Ích biến Gia nhân (Động 6),42,37,6,"Mua bán hỗn loạn, xu thế không rõ, rơi vào trạng thái không tỉnh táo, chứng phiếu bị kẹt không có cơ hội bán ra."
G3-B17,Truân biến Tùy (Động 1),3,17,1,"Thị trường vận hành bình thường, không có hiện tượng khác lạ, mua hay bán đều được, nói chung bán ra rủi ro ít hơn."
G3-B24,Truân biến Phục (Động 2),3,24,2,"Bên bán có khách hàng lớn tham gia áp đảo, thị trường khủng hoảng, giá liên tục hạ xuống, thực ra lực lượng bên bán không đủ mạnh, về cuối bên bán tỏ ra yếu đuối, cầu tài khó khăn, cần cẩn thận."
G3-B42,Truân biến Ích (Động 3),3,42,3,"Không nên mơ tưởng hão huyền, nên thực tế, căn cứ tình hình mà ứng biến theo quy luật vận động của nó, sắp đặt kế hoạch hành động thiết thực thì sẽ chẳng có gì mà lo lắng."
G3-B8,Truân biến Tỉ (Động 4),3,8,4,"Mua bán vất vả, thời cơ nhập cuộc không tốt, chẳng có lợi lớn, phải chú ý : bên bán chờ thời cơ để nhập cuộc thao túng."
G3-B60,Truân biến Tiết (Động 5),3,60,5,"Biết đủ thì thường vui, tham lam quá độ sẽ chuốc lấy tai hoạ. Chú ý lượng giao dịch không nên quá lớn, thấy lợi thì bán ra."
G3-B63,Truân biến Ký Tế (Động 6),3,63,6,"Mua bán cạnh tranh kịch liệt, giá cả biến động lớn, nhập cuộc phải cẩn thận, có lợi thì bán ra, nếu tham lam quá mức sẽ thất bại, xu thế không rõ ràng, tốt nhất không nhập cuộc."
G27-B21,Di biến Phệ Hạp (Động 1),27,21,1,"Thấy thấp thì mua, đó là sách lược mua bán của hôm nay."
G27-B42,Di biến Ích (Động 2),27,42,2,"Nắm vững lợi ích vừa giành được, nhưng không thể vì thế mà hành động do dự, nếu không sẽ chuốc lấy thất bại."
G27-B24,Di biến Phục (Động 3),27,24,3,"Đeo đuổi bán ra có thể lợi lớn, chú ý quyết toán kịp thời, về cuối có người mua vào, giá sẽ tăng lên."
G27-B15,Di biến Khiêm (Liêm) (Động 4),27,15,4,"Áp lực bán ra khá lớn, mua vào phải cẩn thận, thị trường biến động, có lo nhưng không nguy hiểm."
G27-B41,Di biến Tổn (Động 5),27,41,5,"So sánh lực lượng, bên bán mạnh hơn, bên mua thế thủ, chú ý vật đến cùng cực sẽ quay trở lại."
G27-B22,Di biến Bí (Bôn) (Động 6),27,22,6,"Có khách hàng lớn thao túng, cục diện dao động, rủi ro khá lớn."
G24-B51,Phục biến Chấn (Động 1),24,51,1,"Giá tăng yếu ớt, sức cản khá lớn, tạm thời không nên nhập cuộc."
G24-B3,Phục biến Truân (Động 2),24,3,2,"Không nên nhập cuộc, thế thủ là tốt, những biến hoá ngẫu nhiên sẽ dẫn đến thất bại."
G24-B27,Phục biến Di (Động 3),24,27,3,Cho dù người khác nói gì thì cũng phải hành động theo sách lược của mình mới thu được lợi.
G24-B2,Phục biến Khôn (Động 4),24,2,4,"Chỉ dựa vào những nguyên lý thông thường không thể thuyết phục được bạn cố gắng vươn lên, đầu óc nóng lên, tham lam vô độ, kết quả sẽ bị mắc kẹt. Xu thế xem ra có vẻ đi xuống."
G24-B19,Phục biến Lâm (Động 5),24,19,5,"Luôn chỉ biết cầu lợi, tình hình thay đổi, cuối cùng chẳng được gì."
G24-B36,Phục biến Minh Di (Động 6),24,36,6,"Thị trường khá yên lặng, mua bán bình thường, cho nên mua bán nhanh là chính, có thể giữ lại chứng phiếu."
G44-B57,Cấu biến Tốn (Động 1),44,57,1,"Cần từ tổng thể mà xét để thấy xu thế tăng hay giảm. Không thể dựa vào chủ quan, cố chấp, vì như thế rất dễ bị mắc kẹt, cách làm đó hoàn toàn không phù hợp, chẳng thà nghỉ còn hơn."
G44-B50,Cấu biến Đỉnh (Động 2),44,50,2,"Giữ hàng lại không lợi, chú ý bán ra ở thời điểm giá cả thích hợp, giá cả có thể tạm thời giảm thấp, nhưng không nên xem đó là xu thế, bán ra rủi ro khá lớn. Từ tổng thể mà xét thì lợi ích không lớn lắm."
G44-B28,Cấu biến Đại Quá (Động 3),44,28,3,"Thị trường xuất hiện dao động lớn, nhưng thiên thời địa lợi nhân hòa đều có, quán triệt phương án của mình thì sẽ thắng lợi."
G44-B1,Cấu biến Càn (Động 4),44,1,4,"Kịp thời quyết toán bán ra, cảnh giác đề phòng thị trường biến động khiến cho lợi nhuận đã giành được giảm thấp. Lúc này thị trường có nhiều dòng suy nghĩ, giá cả có thể lên xuống, không được manh động chạy theo mua vào, cảnh giác thị trường có chuyển biến, dễ bị mắc kẹt. Trước hết cần phải nghiên cứu phán đoán xu thế của thị trường, sau đó mới quyết định."
G44-B33,Cấu biến Độn (Động 5),44,33,5,"Vì bị thua thiệt, tự nhiên tâm lý bị dè nặng, không được vì thế mà lo lắng buông xuôi, mất đi lòng tin, vì nếu như thế thì sẽ càng thất bại tiếp."
G44-B6,Cấu biến Tụng (Động 6),44,6,6,"Nhận được tin thì đã muộn, chứng phiếu bị kẹt, trong lòng buồn bực. Cẩn thận đề phòng mất đoàn kết với bạn bè."
G28-B48,Đại Quá biến Tỉnh (Động 1),28,48,1,"Không thể ứng dụng một cách giáo điều các loại lý thuyết, càng không thể tự cao tự phụ, hành động làm liều, vì cuối cùng sẽ chuốc lấy thất bại."
G28-B32,Đại Quá biến Hằng (Động 2),28,32,2,"Chú ý ở giá cả thích hợp mua vào, có thể lãi lớn."
G28-B44,Đại Quá biến Cấu (Động 3),28,44,3,"Giá lên cao, cảnh giác về sau giá có biến đổi. Ở giá cao thích hợp nên bán ra."
G28-B43,Đại Quá biến Quải (Động 4),28,43,4,"Giá tiếp tục lên cao, mọi người chỉ mong đến đỉnh, không dám mua vào, mà chỉ dám bán ra, kết quả không những không có lợi mà còn bị kẹt."
G28-B31,Đại Quá biến Hàm (Động 5),28,31,5,"Mua vào nhiều không thể ôm lâu, cảnh giác xu thế chuyển đổi gây nên bị động."
G28-B47,Đại Quá biến Khốn (Động 6),28,47,6,"Cát tinh cao chiếu, ra cửa là gặp điều vui, thuận theo xu thế bán ra chẳng có gì nguy hiểm, cầu tài là được."
G50-B18,Đỉnh biến Cổ (Động 1),50,18,1,"Cẩn thận đề phòng bị thua lỗ, tâm thái không tốt hoặc quá tham lam, không chú ý đến tình hình khách quan biến đổi, cứ một mạch chạy theo thị trường thì dễ bị mắc kẹt."
G50-B44,Đỉnh biến Cấu (Động 2),50,44,2,"Giá từng nấc tăng lên, bên bán không có sức kéo xuống, bên mua kịp thời bán ra, không nên chạy theo đến cùng, phải cảnh giác dấu hiệu tình hình biến đổi."
G50-B32,Đỉnh biến Hằng (Động 3),50,32,3,"Qua một thời kỳ giá cao, đa số khách hàng đều mất lòng tin, nghe tin gì cũng cảm thấy hoang mang, nếu manh động chạy theo thị trường dễ bị thua thiệt."
G50-B14,Đỉnh biến Đại Hữu (Động 4),50,14,4,Chú ý mua vào nhưng không được chạy theo quá mức.
G50-B56,Đỉnh biến Lữ (Động 5),50,56,5,"Mua bán bị mắc kẹt, vận khí không tốt, chẳng được gì."
G50-B64,Đỉnh biến Vị Tế (Động 6),50,64,6,"Phát sinh nhiều tình hình bất lợi gây nên hành động nhiễu loạn, giá biến động trong biên độ hẹp. Nhập cuộc vất vả mà chẳng được gì, nên cẩn thận."
G32-B46,Hằng biến Thăng (Động 1),32,46,1,"Nhập cuộc gặp trở ngại, nên ngừng giao dịch, nếu không sẽ mắc kẹt, không có cách giải thoát."
G32-B28,Hằng biến Đại Quá (Động 2),32,28,2,"Trong thị trường ổn định tiềm ẩn nguồn năng lượng lớn, đứng trước thị trường dao động nên giữ thái độ trầm tĩnh, có dũng có mưu, so sánh bên bán và bên mua thì mua vào có lợi."
G32-B50,Hằng biến Đỉnh (Động 3),32,50,3,"Thừa thắng truy kích, có gì mà phải sợ ?"
G32-B34,Hằng biến Đại Tráng (Động 4),32,34,4,"Nhập cuộc bị kẹt, lại chưa muốn bán ra, chẳng có cách nào khác."
G32-B62,Hằng biến Tiểu Quá (Động 5),32,62,5,"Giá từ cao rơi xuống thấp, thuận theo xu thế mà phán đoán hướng đi của thị trường, không nên nhập cuộc."
G32-B40,Hằng biến Giải (Động 6),32,40,6,"Lượng sức mà làm, dục tốc bất đạt, giá cả quá cao càng có xu hướng bật ngược trở lại."
G57-B44,Tốn biến Cấu (Động 1),57,44,1,"Có thể thắng lớn, chú ý nắm chắc tình hình, phân phối tốt lượng hàng, thuận theo xu thế mà hành động có thể sẽ tăng thêm lợi nhuận. Có khách hàng lớn nhập cuộc, thấy lợi thì kịp thời bán ra, về cuối không nên lại mua vào."
G57-B18,Tốn biến Cổ (Động 2),57,18,2,"Tình hình có hiện tượng khác thường, thị trường tiềm ẩn rủi ro cực lớn. Nhập cuộc dễ bị mắc kẹt."
G57-B48,Tốn biến Tỉnh (Động 3),57,48,3,"Đáng lẽ giá tăng thì lại giảm, vào sàn bị mê hoặc, do đó tạm thời nên chờ đợi cho xu thế rõ ràng."
G57-B9,Tốn biến Tiểu Súc (Động 4),57,9,4,"Xu thế không rõ, trong lòng mê muội, có khách hàng lớn nhập cuộc mua vào, giá cả tăng lên. Không đủ lòng tin để nhập cuộc, cho nên tốt nhất là đứng ngoài quan sát."
G57-B53,Tốn biến Tiệm (Động 5),57,53,5,"Trong lòng đầy mê hoặc, không nắm chắc thực lực hai bên mua bán, được không bằng mất, nên cẩn thận đề phòng lực lượng bên bán."
G57-B59,Tốn biến Hoán (Động 6),57,59,6,"Sự phát triển của thị trường không phân biệt đúng hay sai, mấu chốt là ở chỗ bản thân nắm chắc thị trường nên mua hay bán nếu tuỳ ý làm miễn cưỡng thì luôn thất bại. Thuận theo xu thế mà hành động sẽ đứng vững và chiến thắng."
G48-B28,Tỉnh biến Đại Quá (Động 1),48,28,1,"Dao động không yên, đề phòng hành động quá sức mình, lượng sức mà làm, nếu không gặp khi thị trường đột biến thì lực bất tòng tâm, chuốc lấy thất bại. Cao trào này qua đi giá cả sẽ xuống thấp."
G48-B46,Tỉnh biến Thăng (Động 2),48,46,2,"Lực lượng bên mua hùng mạnh, không được xem thường, bên bán tuy muốn áp đảo nhưng không áp đảo nổi. Bán ra phải cẩn thận, nên thuận xu thế mua vào thì sẽ thu lợi."
G48-B57,Tỉnh biến Tốn (Động 3),48,57,3,"Thị trường sức mua khá lớn, có thể thuận theo xu thế mà làm, giữ hàng lại có lợi, rất dễ bỏ lỡ cơ hội nhập cuộc, nếu lòng tin không đủ thì tạm thời không nên nhập cuộc."
G48-B5,Tỉnh biến Nhu (Động 4),48,5,4,"Không có rủi ro, cầu tài có triển vọng, áp lực bên mua khá lớn, lượng giao dịch không nên nhiều."
G48-B39,Tỉnh biến Kiển (Động 5),48,39,5,"Nhập cuộc sẽ thắng lợi, nhưng không nên vì thế mà hành động tuỳ tiện, trước hết phải có kế hoạch hành động, không nên chạy theo cảm giác, cẩn thận đề phòng thị trường phát sinh bất ngờ, dẫn đến chuốc lấy thất bại."
G48-B29,Tỉnh biến Khảm (Động 6),48,29,6,"Nhất định phải kiềm chế mình, không được nhập cuộc, thị trường có sức hấp dẫn lớn, nhưng nếu vội vàng sẽ bị mắc kẹt."
G18-B50,Cổ biến Đỉnh (Động 1),18,50,1,"Không nắm chắc tình hình thì không nên nhập cuộc, không nắm vững xu thế thị trường thì cầu tài không được. Phải nhìn thẳng vào hiện thực, mua bán trước hết là để thu lãi, chỉ nói suông sẽ chẳng được gì."
G18-B57,Cổ biến Tốn (Động 2),18,57,2,"Có lợi mà không thu được, mua bán phải chú ý, tâm thái không ổn thì không nên làm, nên chờ thời cơ. Nếu có chứng phiếu bị kẹt thì đây là dịp tốt để bán ra."
G18-B46,Cổ biến Thăng (Động 3),18,46,3,"Giá cả dao động mạnh, trong lòng sợ hãi, mua bán tranh chấp nhau, nhập cuộc không có lợi. Về cuối giá cả tăng lên."
G18-B26,Cổ biến Đại Súc (Động 4),18,26,4,"Giá không ổn định, rủi ro khá lớn, nên mua vào không nên bán ra."
G18-B52,Cổ biến Cấn (Động 5),18,52,5,"Tình hình phát triển gặp trở ngại, nhập cuộc không lợi. Tạm thời không hành động."
G18-B4,Cổ biến Mông (Động 6),18,4,6,"Hành động đợt đầu đã thua thiệt thì không nên lập tức làm tiếp, nên nghỉ ngơi điều chỉnh, xu thế không rõ ràng, không nên nhập cuộc."
G46-B32,Thăng biến Hằng (Động 1),46,32,1,"Sau khi nhập cuộc chú ý mua vào, giá tăng cao sẽ có triển vọng, không được do dự, phải dứt khoát thì sẽ thu lợi lớn."
G46-B48,Thăng biến Tỉnh (Động 2),46,48,2,"Mua bán không nên tiêu cực, vận khí bình thường, nhập cuộc tuy rủi ro không lớn nhưng cũng chẳng lợi nhiều."
G46-B18,Thăng biến Cổ (Động 3),46,18,3,"Tình hình tuy tốt nhưng không nắm chắc cho nên kết quả ngược lại, nhập cuộc bị mắc kẹt, tuy không nguy hiểm lắm nhưng chẳng được lợi gì. Nên chờ thời cơ."
G46-B11,Thăng biến Thái (Động 4),46,11,4,"Không có rủi ro, nắm vững sự biến đổi của thị trường, làm theo phương án của mình, nhập cuộc sẽ có lợi."
G46-B23,Thăng biến Bác (Bóc) (Động 5),46,23,5,"Chứng phiếu bị kẹt, không thể nào thoát được, vẫn ôm ảo tưởng đối với tình hình, điều đó chứng tỏ tâm lý bạn sa sút, nếu không kịp thời giải quyết thì sẽ sai lầm lớn."
G46-B7,Thăng biến Sư (Động 6),46,7,6,"Bên bán áp lực khá lớn, nhưng vì bên mua chống đỡ lại nên giá cả không bị trượt xuống mà xuống từng nấc theo bậc thang, thấy bán lợi thì kịp thời bán ra. Về cuối không nên chạy theo bán nữa."
G6-B59,Tụng biến Hoán (Động 1),6,59,1,"Sắp đặt trước kế hoạch hành động, căn cứ phán đoán của mình, vào sàn giao dịch sẽ thắng lợi lớn bất ngờ."
G6-B64,Tụng biến Vị Tế (Động 2),6,64,2,"Sau khi mở sàn, dựa theo xu thế mua vào, thấy lợi thì kịp thời bán ra, giữ hàng lại có rủi ro, lượng không nên nhiều."
G6-B47,Tụng biến Khốn (Động 3),6,47,3,"Giá đông đều kéo dài, mua bán nhanh là chính, không nên giữ hàng, rất dễ vì coi trọng một giá nào đó mà bị thua thiệt."
G6-B10,Tụng biến Lý (Động 4),6,10,4,"Thấy cao bán ra, thấy thấp mua vào là sách lược hôm nay, vận khí thuận lợi, không có gì nguy hiểm, nhưng cũng không lợi lớn."
G6-B12,Tụng biến Bĩ (Phủ) (Động 5),6,12,5,"Vận khí không thông, không được nóng vội, manh động. Giữa chừng có biến, sự việc ngược với ý muốn, cầu tài không được. Tạm thời nên quan sát."
G6-B44,Tụng biến Cấu (Động 6),6,44,6,"Nhận được tin thì đã muộn, chứng phiếu bị kẹt, trong lòng buồn bực. Cẩn thận đề phòng mất đoàn kết với bạn bè."
G47-B29,Khốn biến Khảm (Động 1),47,29,1,"Giao dịch không trôi chảy, có dấu hiệu bị mắc kẹt, nên rút lui để điều chỉnh tâm thái, vội vàng không bằng ngồi yên quan sát."
G47-B40,Khốn biến Giải (Động 2),47,40,2,"Thị trường bên bán áp đảo, không nên chạy theo bán ra vì vật đến cùng cực tất sẽ quay lại, cảnh giác bên mua nhập cuộc, hoặc bên bán sau khi bán ra quay lại mua vào, tình hình rơi vào trạng thái cực đoan, quá trình sẽ chuyển đổi, do đó nhập cuộc phải cẩn thận."
G47-B6,Khốn biến Tụng (Động 3),47,6,3,"Giá đông đều kéo dài, mua bán nhanh là chính, không nên giữ hàng, rất dễ vì coi trọng một giá nào đó mà bị thua thiệt."
G47-B58,Khốn biến Đoài (Động 4),47,58,4,"Thị trường tiềm ẩn năng lượng rất lớn, dễ bùng nổ, vì vậy không nên vội vàng nhập cuộc, chờ cho thị trường ổn định mới nhập cuộc. Không nên ảo tưởng luôn mua được giá thấp, bán được giá cao."
G47-B45,Khốn biến Tụy (Động 5),47,45,5,"Giữ tín nhiệm là điều căn bản để giành thắng lợi, mới nghe ra giống như đó là điều không phù hợp, thực ra duy trì được chữ tín, hành động từng bước theo xu thế một cách chắc chắn thì chẳng có gì đáng lo."
G47-B28,Khốn biến Đại Quá (Động 6),47,28,6,"Không nên nhập cuộc, tình hình tạm thời ở vào trạng thái bề mặt yên lặng nhưng tiềm ẩn năng lượng rất lớn, có dấu hiệu sắp bột phát, rất dễ bị kẹt. Nên tạm thời quan sát, chờ thời cơ."
G64-B4,Vị Tế biến Mông (Động 1),64,4,1,"Trong thị trường chứng khoán không thể cùng người khác mua bán, vì cách làm này luôn tạo nên thua thiệt, phương thức mua bán mỗi người một khác, cho nên nhất định phải căn cứ vào tình hình cụ thể của mình mà định ra phương án."
G64-B6,Vị Tế biến Tụng (Động 2),64,6,2,"Sau khi mở sàn, dựa theo xu thế mua vào, thấy lợi thì kịp thời bán ra, giữ hàng lại có rủi ro, lượng không nên nhiều."
G64-B40,Vị Tế biến Giải (Động 3),64,40,3,"Có khách hàng lớn vào sàn thao túng, tạo nên cục diện bị động và mắc kẹt, lòng đầy lo lắng. Nên kịp thời nghĩ cách xử lý chứng phiếu bị kẹt, để lâu có hại lớn."
G64-B38,Vị Tế biến Khuê (Động 4),64,38,4,"Thị trường có hiện tượng đột biến, không thể hành động theo mong muốn chủ quan, cẩn thận đề phòng bị mắc kẹt."
